pair_ID	pair_type	sentence_A	sentence_A_expRule	sentence_B	sentence_B_expRule	relatedness_score	entailment_label	entailment_AB	entailment_BA	sentence_A_original	sentence_B_original	sentence_A_dataset	sentence_B_dataset	SemEval_set
5642	S1S2_intra	Someone is stirring a pot of chili with a spoon	S1_null	A pot of chili is being stirred by someone with a spoon	S2_top	5	ENTAILMENT	A_entails_B	B_entails_A	someone is stirring a pot of chili with a spoon	someone is stirring a pot of chili with a spoon	SEMEVAL	SEMEVAL	TRAIN
5643	S1S3_intra	Nobody is stirring a pot of chili with a spoon	S3_od	Someone is stirring a pot of chili with a spoon	S1_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	someone is stirring a pot of chili with a spoon	someone is stirring a pot of chili with a spoon	SEMEVAL	SEMEVAL	TRAIN
5644	S1S2_intra	Someone is stirring chili in a kettle	S1_null	Someone is stirring chili in a pot	S2_lex	4.2	ENTAILMENT	A_entails_B	B_neutral_A	someone is stirring chili in a kettle	someone is stirring chili in a kettle	SEMEVAL	SEMEVAL	TEST
5645	S1S3_intra	Someone is not stirring chili in a kettle	S3_inv	Someone is stirring chili in a kettle	S1_null	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	someone is stirring chili in a kettle	someone is stirring chili in a kettle	SEMEVAL	SEMEVAL	TRAIN
5646	S1S2_inter	Someone is stirring a pot of chili with a spoon	S1_null	Someone is stirring chili in a pot	S2_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	someone is stirring a pot of chili with a spoon	someone is stirring chili in a kettle	SEMEVAL	SEMEVAL	TRAIN
5647	S1S3_inter	Someone is stirring a pot of chili with a spoon	S1_null	Someone is not stirring chili in a kettle	S3_null	3.7	NEUTRAL	A_neutral_B	B_contradicts_A	someone is stirring a pot of chili with a spoon	someone is stirring chili in a kettle	SEMEVAL	SEMEVAL	TRAIN
5648	S1S2_inter	Someone is stirring chili in a kettle	S1_null	A pot of chili is being stirred by someone with a spoon	S2_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	someone is stirring chili in a kettle	someone is stirring a pot of chili with a spoon	SEMEVAL	SEMEVAL	TEST
5649	S1S3_inter	Nobody is stirring a pot of chili with a spoon	S3_null	Someone is stirring chili in a kettle	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	someone is stirring chili in a kettle	someone is stirring a pot of chili with a spoon	SEMEVAL	SEMEVAL	TEST
5650	S1S1_inter	Someone is stirring chili in a kettle	S1_null	Someone is stirring a pot of chili with a spoon	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	someone is stirring a pot of chili with a spoon	someone is stirring chili in a kettle	SEMEVAL	SEMEVAL	TEST
5651	S1S2_intra	A person is eating in a restaurant	S2_lex	A person is eating at a table	S1_null	4	NEUTRAL	A_neutral_B	B_neutral_A	a person is eating at a table	a person is eating at a table	SEMEVAL	SEMEVAL	TRAIN
5652	S1S3_intra	A person is eating at a table	S1_null	A person is not eating at a table	S3_inv	3.95	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person is eating at a table	a person is eating at a table	SEMEVAL	SEMEVAL	TEST
5653	S1S2_intra	A man is making a bed	S2_lex	A person is making a bed	S1_null	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a person is making a bed	a person is making a bed	SEMEVAL	SEMEVAL	TRAIN
5654	S1S3_intra	A person is not making a bed	S3_inv	A person is making a bed	S1_null	3	CONTRADICTION	A_contradicts_B	B_contradicts_A	a person is making a bed	a person is making a bed	SEMEVAL	SEMEVAL	TEST
5655	unrel	A man is making a bed	S2_null	A person is eating at a table	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a person is eating at a table	a person is making a bed	SEMEVAL	SEMEVAL	TEST
5656	unrel	A person is not making a bed	S3_null	A person is eating at a table	S1_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	a person is eating at a table	a person is making a bed	SEMEVAL	SEMEVAL	TRAIN
5657	unrel	A person is eating in a restaurant	S2_null	A person is making a bed	S1_null	1.2	NEUTRAL	A_neutral_B	B_neutral_A	a person is making a bed	a person is eating at a table	SEMEVAL	SEMEVAL	TRIAL
5658	unrel	A person is not eating at a table	S3_null	A person is making a bed	S1_null	1.3	NEUTRAL	A_neutral_B	B_neutral_A	a person is making a bed	a person is eating at a table	SEMEVAL	SEMEVAL	TEST
5659	unrel	A person is making a bed	S1_null	A person is eating at a table	S1_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	a person is eating at a table	a person is making a bed	SEMEVAL	SEMEVAL	TRAIN
5660	S1S2_intra	A cat is playing with a small bottle	S1_null	An animal is playing with a small bottle	S2_lex	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a cat plays with a small bottle	a cat plays with a small bottle	SEMEVAL	SEMEVAL	TEST
5661	S1S3_intra	A cat is playing with a small bottle	S1_null	A cat is playing with a big bottle	S3_so	3.5	NEUTRAL	A_neutral_B	B_contradicts_A	a cat plays with a small bottle	a cat plays with a small bottle	SEMEVAL	SEMEVAL	TEST
5662	S1S2_intra	A bottle is being licked by the cat	S2_top	The cat is licking a bottle	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	the cat is licking a bottle	the cat is licking a bottle	SEMEVAL	SEMEVAL	TEST
5663	S1S3_intra	The cat is licking a bottle	S1_null	The dog is licking a bottle	S3_so	3.9	NEUTRAL	A_neutral_B	B_neutral_A	the cat is licking a bottle	the cat is licking a bottle	SEMEVAL	SEMEVAL	TRAIN
5664	S1S2_inter	A cat is playing with a small bottle	S1_null	A bottle is being licked by the cat	S2_null	3.5	NEUTRAL	A_neutral_B	B_neutral_A	a cat plays with a small bottle	the cat is licking a bottle	SEMEVAL	SEMEVAL	TRAIN
5665	S1S3_inter	A cat is playing with a small bottle	S1_null	The dog is licking a bottle	S3_null	1.8	NEUTRAL	A_neutral_B	B_neutral_A	a cat plays with a small bottle	the cat is licking a bottle	SEMEVAL	SEMEVAL	TEST
5666	S1S2_inter	The cat is licking a bottle	S1_null	An animal is playing with a small bottle	S2_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	the cat is licking a bottle	a cat plays with a small bottle	SEMEVAL	SEMEVAL	TEST
5667	S1S3_inter	The cat is licking a bottle	S1_null	A cat is playing with a big bottle	S3_null	3.7	NEUTRAL	A_neutral_B	B_neutral_A	the cat is licking a bottle	a cat plays with a small bottle	SEMEVAL	SEMEVAL	TEST
5668	S1S1_inter	The cat is licking a bottle	S1_null	A cat is playing with a small bottle	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	a cat plays with a small bottle	the cat is licking a bottle	SEMEVAL	SEMEVAL	TRAIN
5669	S1S2_intra	A small dog is lying on the bed	S2_det	A small dog is lying on a bed	S1_null	5	ENTAILMENT	A_entails_B	B_entails_A	a small dog is laying on a bed	a small dog is laying on a bed	SEMEVAL	SEMEVAL	TEST
5670	S1S3_intra	A small dog is lying on a bed	S1_null	A small cat is lying on a bed	S3_so	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a small dog is laying on a bed	a small dog is laying on a bed	SEMEVAL	SEMEVAL	TEST
5671	S1S2_intra	A small dog is lying on the bed	S1_null	A small animal is lying on the bed	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a small dog laying on the bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TRAIN
5672	S1S3_intra	A small dog is lying on the bed	S1_null	A small dog is lying under the bed	S3_so	3.5	NEUTRAL	A_neutral_B	B_contradicts_A	a small dog laying on the bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TEST
5673	S1S2_inter	A small dog is lying on a bed	S1_null	A small animal is lying on the bed	S2_null	4.4	ENTAILMENT	A_entails_B	B_neutral_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TEST
5674	S1S3_inter	A small dog is lying on a bed	S1_null	A small dog is lying under the bed	S3_null	3.1	NEUTRAL	A_neutral_B	B_contradicts_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TEST
5676	S1S3_inter	A small dog is lying on the bed	S1_null	A small cat is lying on a bed	S3_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a small dog laying on the bed	a small dog is laying on a bed	SEMEVAL	SEMEVAL	TRAIN
5677	S1S1_inter	A small dog is lying on a bed	S1_null	A small dog is lying on the bed	S1_null	5	ENTAILMENT	A_entails_B	B_entails_A	a small dog is laying on a bed	a small dog laying on the bed	SEMEVAL	SEMEVAL	TRAIN
5678	S1S2_intra	A woman is cutting butter	S2_lex	A woman is slicing butter	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	a woman is slicing butter	a woman is slicing butter	SEMEVAL	SEMEVAL	TRAIN
5679	S1S3_intra	A woman is slicing butter	S1_null	A man is slicing butter	S3_so	3.465	NEUTRAL	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman is slicing butter	SEMEVAL	SEMEVAL	TRAIN
5680	S1S2_intra	Tofu is being sliced by a woman	S2_top	A woman is slicing tofu	S1_null	5	ENTAILMENT	A_entails_B	B_entails_A	a woman slices tofu	a woman slices tofu	SEMEVAL	SEMEVAL	TRAIN
5681	S1S3_intra	There is no woman slicing tofu	S3_od	A woman is slicing tofu	S1_null	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	a woman slices tofu	a woman slices tofu	SEMEVAL	SEMEVAL	TEST
5682	unrel	A woman is slicing butter	S1_null	Tofu is being sliced by a woman	S2_null	2.7	NEUTRAL	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman slices tofu	SEMEVAL	SEMEVAL	TEST
5683	unrel	A woman is slicing butter	S1_null	There is no woman slicing tofu	S3_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman slices tofu	SEMEVAL	SEMEVAL	TRAIN
5684	unrel	A woman is slicing tofu	S1_null	A woman is cutting butter	S2_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a woman slices tofu	a woman is slicing butter	SEMEVAL	SEMEVAL	TEST
5685	unrel	A woman is slicing tofu	S1_null	A man is slicing butter	S3_null	2.9	NEUTRAL	A_neutral_B	B_neutral_A	a woman slices tofu	a woman is slicing butter	SEMEVAL	SEMEVAL	TEST
5686	unrel	A woman is slicing tofu	S1_null	A woman is slicing butter	S1_null	3.4	NEUTRAL	A_neutral_B	B_neutral_A	a woman is slicing butter	a woman slices tofu	SEMEVAL	SEMEVAL	TEST
5688	S1S3_intra	The man is not playing the guitar	S3_inv	The man is playing the guitar	S1_null	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man is playing the guitar	the man is playing the guitar	SEMEVAL	SEMEVAL	TEST
5689	S1S2_intra	The man is playing with a skull	S1_null	The person is playing with a skull	S2_lex	4.8	ENTAILMENT	A_entails_B	B_neutral_A	the man is playing with a skull	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST
5690	S1S3_intra	There is no man playing with a skull	S3_od	The man is playing with a skull	S1_null	2.3	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man is playing with a skull	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST
5691	unrel	The person is playing with a skull	S2_null	The man is playing the guitar	S1_null	1.2	NEUTRAL	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing with a skull	SEMEVAL	SEMEVAL	TRAIN
5692	unrel	The man is playing the guitar	S1_null	There is no man playing with a skull	S3_null	1.2	NEUTRAL	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing with a skull	SEMEVAL	SEMEVAL	TEST
5693	unrel	The man is playing with a skull	S1_null	The man is playing the instrument	S2_null	2.2	NEUTRAL	A_neutral_B	B_neutral_A	the man is playing with a skull	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN
5694	unrel	The man is not playing the guitar	S3_null	The man is playing with a skull	S1_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	the man is playing with a skull	the man is playing the guitar	SEMEVAL	SEMEVAL	TRAIN
5695	unrel	The man is playing the guitar	S1_null	The man is playing with a skull	S1_null	1.9	NEUTRAL	A_neutral_B	B_neutral_A	the man is playing the guitar	the man is playing with a skull	SEMEVAL	SEMEVAL	TRAIN
5696	S1S2_intra	Some cheese is being put on a pizza by a man	S2_top	A man is putting some cheese on a pizza	S1_null	5	ENTAILMENT	A_entails_B	B_entails_A	a man puts some cheese on a pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TRAIN
5697	S1S3_intra	There is no man putting some cheese on a pizza	S3_od	A man is putting some cheese on a pizza	S1_null	4	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man puts some cheese on a pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TRAIN
5698	S1S2_intra	The cook is sprinkling cheese on the pizza	S2_lex	The man is sprinkling cheese on the pizza	S1_null	4	NEUTRAL	A_neutral_B	B_neutral_A	the man sprinkled cheese on the pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TRIAL
5699	S1S3_intra	The man is sprinkling cheese on the pizza	S1_null	There is no man sprinkling cheese on the pizza	S3_od	3.1	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man sprinkled cheese on the pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST
5700	S1S2_inter	The cook is sprinkling cheese on the pizza	S2_null	A man is putting some cheese on a pizza	S1_null	4.2	NEUTRAL	A_neutral_B	B_neutral_A	a man puts some cheese on a pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST
5701	S1S3_inter	There is no man sprinkling cheese on the pizza	S3_null	A man is putting some cheese on a pizza	S1_null	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man puts some cheese on a pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TRAIN
5702	S1S2_inter	Some cheese is being put on a pizza by a man	S2_null	The man is sprinkling cheese on the pizza	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	the man sprinkled cheese on the pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TEST
5703	S1S3_inter	There is no man putting some cheese on a pizza	S3_null	The man is sprinkling cheese on the pizza	S1_null	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	the man sprinkled cheese on the pizza	a man puts some cheese on a pizza	SEMEVAL	SEMEVAL	TEST
5704	S1S1_inter	The man is sprinkling cheese on the pizza	S1_null	A man is putting some cheese on a pizza	S1_null	4.7	ENTAILMENT	A_entails_B	B_entails_A	a man puts some cheese on a pizza	the man sprinkled cheese on the pizza	SEMEVAL	SEMEVAL	TEST
5705	S1S2_intra	A man is firing a shotgun	S1_null	A man is firing a gun	S2_lex	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a man is firing a shot gun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TEST
5706	S1S3_intra	A man is reloading a shotgun	S3_so	A man is firing a shotgun	S1_null	3.7	NEUTRAL	A_contradicts_B	B_neutral_A	a man is firing a shot gun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TRIAL
5707	S1S2_intra	A man is shooting a shotgun	S1_null	A man is shooting a weapon	S2_lex	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a man shoots a shotgun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5708	S1S3_intra	A man is shooting a shotgun	S1_null	There is no man shooting a shotgun	S3_od	3.2	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man shoots a shotgun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5709	S1S2_inter	A man is firing a shotgun	S1_null	A man is shooting a weapon	S2_null	4.9	ENTAILMENT	A_entails_B	B_neutral_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5710	S1S3_inter	A man is firing a shotgun	S1_null	There is no man shooting a shotgun	S3_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TRAIN
5711	S1S2_inter	A man is shooting a shotgun	S1_null	A man is firing a gun	S2_null	4.3	ENTAILMENT	A_entails_B	B_neutral_A	a man shoots a shotgun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TEST
5712	S1S3_inter	A man is reloading a shotgun	S3_null	A man is shooting a shotgun	S1_null	4.1	NEUTRAL	A_contradicts_B	B_neutral_A	a man shoots a shotgun	a man is firing a shot gun	SEMEVAL	SEMEVAL	TRAIN
5713	S1S1_inter	A man is shooting a shotgun	S1_null	A man is firing a shotgun	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a man is firing a shot gun	a man shoots a shotgun	SEMEVAL	SEMEVAL	TEST
5714	S1S2_intra	A famous singer is dancing on the ceiling	S1_null	A great singer is dancing on the ceiling	S2_lex	4.3	ENTAILMENT	A_entails_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5715	S1S3_intra	There is no famous singer dancing on the ceiling	S3_od	A famous singer is dancing on the ceiling	S1_null	3.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	lionel richie is dancing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5716	S1S2_intra	A man is dancing on the ceiling	S1_null	A person is dancing on the ceiling	S2_lex	4.5	ENTAILMENT	A_entails_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TEST
5717	S1S3_intra	A man is dancing on the floor	S3_so	A man is dancing on the ceiling	S1_null	3.6	NEUTRAL	A_neutral_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TRAIN
5718	S1S2_inter	A famous singer is dancing on the ceiling	S1_null	A person is dancing on the ceiling	S2_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TRAIN
5719	S1S3_inter	A man is dancing on the floor	S3_null	A famous singer is dancing on the ceiling	S1_null	2.8	NEUTRAL	A_neutral_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TEST
5720	S1S2_inter	A man is dancing on the ceiling	S1_null	A great singer is dancing on the ceiling	S2_null	3.9	NEUTRAL	A_neutral_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5721	S1S3_inter	A man is dancing on the ceiling	S1_null	There is no famous singer dancing on the ceiling	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	lionel ritchie dances while standing on the ceiling	lionel richie is dancing on the ceiling	SEMEVAL	SEMEVAL	TEST
5722	S1S1_inter	A famous singer is dancing on the ceiling	S1_null	A man is dancing on the ceiling	S1_null	4.1	NEUTRAL	A_neutral_B	B_neutral_A	lionel richie is dancing on the ceiling	lionel ritchie dances while standing on the ceiling	SEMEVAL	SEMEVAL	TRAIN
5723	S1S2_intra	A cow is eating grass	S1_null	A cow is grazing	S2_lex	4.5	ENTAILMENT	A_entails_B	B_entails_A	a cow is eating grass	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5724	S1S3_intra	A cow is eating grass	S1_null	A cow is not eating grass	S3_inv	3.9	CONTRADICTION	A_contradicts_B	B_contradicts_A	a cow is eating grass	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5725	S1S2_intra	Hay is being eaten by a cow	S2_top	A cow is eating hay	S1_null	5	ENTAILMENT	A_entails_B	B_entails_A	a cow is eating hay	a cow is eating hay	SEMEVAL	SEMEVAL	TRAIN
5726	S1S3_intra	A cow is not eating hay	S3_inv	A cow is eating hay	S1_null	3.7	CONTRADICTION	A_contradicts_B	B_contradicts_A	a cow is eating hay	a cow is eating hay	SEMEVAL	SEMEVAL	TEST
5727	S1S2_inter	Hay is being eaten by a cow	S2_null	A cow is eating grass	S1_null	4.1	ENTAILMENT	A_entails_B	B_neutral_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TEST
5728	S1S3_inter	A cow is eating grass	S1_null	A cow is not eating hay	S3_null	3.65	ENTAILMENT	A_entails_B	B_neutral_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TRAIN
5729	S1S2_inter	A cow is eating hay	S1_null	A cow is grazing	S2_null	4.2	ENTAILMENT	A_entails_B	B_neutral_A	a cow is eating hay	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5730	S1S3_inter	A cow is eating hay	S1_null	A cow is not eating grass	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a cow is eating hay	a cow is eating grass	SEMEVAL	SEMEVAL	TEST
5731	S1S1_inter	A cow is eating grass	S1_null	A cow is eating hay	S1_null	4.2	ENTAILMENT	A_entails_B	B_contradicts_A	a cow is eating grass	a cow is eating hay	SEMEVAL	SEMEVAL	TEST
5732	S1S2_intra	A man is having lunch	S2_lex	A man is eating	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man is eating	a man is eating	SEMEVAL	SEMEVAL	TRAIN
5733	S1S3_intra	A man is puking	S3_so	A man is eating	S1_null	2.3	NEUTRAL	A_neutral_B	B_neutral_A	a man is eating	a man is eating	SEMEVAL	SEMEVAL	TRAIN
5734	S1S2_intra	A woman is dancing gracefully	S2_aa	A woman is dancing	S1_null	4.6	ENTAILMENT	A_entails_B	B_neutral_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TEST
5735	S1S3_intra	A woman is dancing	S1_null	A woman is sleeping	S3_so	3	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing	a woman is dancing	SEMEVAL	SEMEVAL	TEST
5736	unrel	A man is eating	S1_null	A woman is dancing gracefully	S2_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a man is eating	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
5737	unrel	A man is eating	S1_null	A woman is sleeping	S3_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is eating	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
5738	unrel	A man is having lunch	S2_null	A woman is dancing	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing	a man is eating	SEMEVAL	SEMEVAL	TEST
5739	unrel	A woman is dancing	S1_null	A man is puking	S3_null	1.2	NEUTRAL	A_neutral_B	B_neutral_A	a woman is dancing	a man is eating	SEMEVAL	SEMEVAL	TRAIN
5740	unrel	A man is eating	S1_null	A woman is dancing	S1_null	1.1	NEUTRAL	A_neutral_B	B_neutral_A	a man is eating	a woman is dancing	SEMEVAL	SEMEVAL	TRAIN
5741	S1S2_intra	A baby is playing with a doll	S1_null	A baby is playing with a toy	S2_lex	4.7	ENTAILMENT	A_entails_B	B_neutral_A	a baby is playing with a doll	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRAIN
5742	S1S3_intra	A baby is not playing with a doll	S3_inv	A baby is playing with a doll	S1_null	3.85	CONTRADICTION	A_contradicts_B	B_contradicts_A	a baby is playing with a doll	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRAIN
5743	S1S2_intra	A tiger cub is playing with a ball	S2_lex	A baby tiger is playing with a ball	S1_null	4.9	ENTAILMENT	A_entails_B	B_entails_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TEST
5744	S1S3_intra	A baby tiger is playing with a ball	S1_null	There is no baby tiger playing with a ball	S3_od	3.5	CONTRADICTION	A_contradicts_B	B_contradicts_A	a baby tiger is playing with a ball	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRAIN
5745	unrel	A tiger cub is playing with a ball	S2_null	A baby is playing with a doll	S1_null	1.4	NEUTRAL	A_neutral_B	B_neutral_A	a baby is playing with a doll	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRIAL
5746	unrel	A baby is playing with a doll	S1_null	There is no baby tiger playing with a ball	S3_null	3.1	NEUTRAL	A_neutral_B	B_neutral_A	a baby is playing with a doll	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TEST
5747	unrel	A baby is playing with a toy	S2_null	A baby tiger is playing with a ball	S1_null	3.2	NEUTRAL	A_neutral_B	B_neutral_A	a baby tiger is playing with a ball	a baby is playing with a doll	SEMEVAL	SEMEVAL	TRIAL
5748	unrel	A baby tiger is playing with a ball	S1_null	A baby is not playing with a doll	S3_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	a baby tiger is playing with a ball	a baby is playing with a doll	SEMEVAL	SEMEVAL	TEST
5749	unrel	A baby tiger is playing with a ball	S1_null	A baby is playing with a doll	S1_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	a baby is playing with a doll	a baby tiger is playing with a ball	SEMEVAL	SEMEVAL	TRAIN
5750	S1S2_intra	The man is playing a game on a lawn	S2_lex	The man is playing a game on the grass	S1_null	4.2	ENTAILMENT	A_entails_B	B_entails_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN
5751	S1S3_intra	The man is playing a game on the grass	S1_null	There is no man playing a game on the grass	S3_od	3.6	CONTRADICTION	A_contradicts_B	B_contradicts_A	the men played follow the leader on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN
5752	S1S2_intra	The rhino is grazing on the grass	S1_null	The animal is grazing on the grass	S2_lex	4.4	ENTAILMENT	A_entails_B	B_neutral_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5753	S1S3_intra	The rhino is grazing on the grass	S1_null	There is no rhino grazing on the grass	S3_od	2.8	CONTRADICTION	A_contradicts_B	B_contradicts_A	the rhino grazed on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5754	unrel	The man is playing a game on the grass	S1_null	The animal is grazing on the grass	S2_null	2.1	NEUTRAL	A_neutral_B	B_neutral_A	the men played follow the leader on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TEST
5755	unrel	The man is playing a game on the grass	S1_null	There is no rhino grazing on the grass	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	the men played follow the leader on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5756	unrel	The man is playing a game on a lawn	S2_null	The rhino is grazing on the grass	S1_null	1	NEUTRAL	A_neutral_B	B_neutral_A	the rhino grazed on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TRAIN
5757	unrel	The rhino is grazing on the grass	S1_null	There is no man playing a game on the grass	S3_null	1.7	NEUTRAL	A_neutral_B	B_neutral_A	the rhino grazed on the grass	the men played follow the leader on the grass	SEMEVAL	SEMEVAL	TEST
5758	unrel	The man is playing a game on the grass	S1_null	The rhino is grazing on the grass	S1_null	1.9	NEUTRAL	A_neutral_B	B_neutral_A	the men played follow the leader on the grass	the rhino grazed on the grass	SEMEVAL	SEMEVAL	TRAIN
5759	S1S2_intra	A man is talking to a woman	S1_null	A man and a woman are speaking	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5760	S1S3_intra	A man is talking to a boy	S3_so	A man is talking to a woman	S1_null	3.4	NEUTRAL	A_contradicts_B	B_neutral_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TEST
5761	S1S4_intra	A woman is talking to a man	S4_ws	A man is talking to a woman	S1_null	4.5	ENTAILMENT	A_entails_B	B_neutral_A	a man is talking to a woman	a man is talking to a woman	SEMEVAL	SEMEVAL	TRAIN
5762	S1S2_intra	A woman is cracking eggs	S1_null	A woman is breaking eggs	S2_lex	4.8	ENTAILMENT	A_entails_B	B_entails_A	a woman is cracking eggs	a woman is cracking eggs	SEMEVAL	SEMEVAL	TRAIN
